Address,Price,Neighbourhood,Quadrant,PostalArea,Province,PropertyType,Beds,Baths,SqFt,PricePerSqFt,PriceTier,BedBand,Brokerage
1025 5 Ave SW #2005,1098900,Downtown West End,SW,T2P,AB,Condo/Apt,3,3.0,1408,780,$1M-2M,3,Exp Realty
57 New St SE,1249000,Inglewood,SE,T2G,AB,House/Town,5,3.5,2443,511,$1M-2M,5+,Real Broker
120 18 Ave #319,518000,Mission,Other,T2S,AB,Condo/Apt,2,2.0,1056,491,$500K-750K,2,Cir Realty
11 Hampshire Close NW,835000,Hamptons,NW,T3A,AB,House/Town,5,3.5,2272,368,$750K-1M,5+,Jessica Chan Real Estate & Management Inc.
12 Silver Springs Dr NW,875000,Silver Springs,NW,T3B,AB,House/Town,3,1.5,2288,382,$750K-1M,3,RE/MAX Real Estate (Central)
78 Valley Ponds Way NW,1144000,Valley Ridge,NW,T3B,AB,House/Town,6,3.5,3055,374,$1M-2M,5+,Plintz Real Estate
1420 9 Ave SE #15,549990,Inglewood,SE,T2G,AB,Condo/Apt,1,2.5,1170,470,$500K-750K,1,Cir Realty
222 Riverfront Ave SW #1924,365000,Chinatown,SW,T2P,AB,Condo/Apt,1,1.0,534,684,$300K-500K,1,RE/MAX Real Estate (Central)
888 4 Ave SW #2001,365000,Downtown Commercial Core,SW,T2P,AB,Condo/Apt,1,1.0,630,579,$300K-500K,1,RE/MAX Real Estate (Central)
96 Millside Dr SW,539900,Millrise,SW,T2Y,AB,House/Town,4,2.0,1173,460,$500K-750K,4,Maxwell Canyon Creek
101 Panatella Square NW #117,459900,Panorama Hills,NW,T3K,AB,Condo/Apt,3,2.5,1394,330,$300K-500K,3,Prep Realty
2704 5 Ave NW,1039000,West Hillhurst,NW,T2N,AB,House/Town,4,3.5,1872,555,$1M-2M,4,Urban-Realty.Ca
4275 Norford Ave NW #411,549900,University District,NW,T3B,AB,Condo/Apt,2,2.0,748,735,$500K-750K,2,Listed by Afaf Jomaa
3725 Richmond Rd SW,1050000,Rutland Park,SW,T3E,AB,House/Town,4,3.5,1898,553,$1M-2M,4,Exp Realty
3723 Richmond Rd SW,1050000,Rutland Park,SW,T3E,AB,House/Town,4,3.5,1897,554,$1M-2M,4,Exp Realty
2505 17A St NW,889000,Capitol Hill,NW,T2M,AB,House/Town,4,3.5,1682,529,$750K-1M,4,The Real Estate Company
2507 17A St NW,889000,Capitol Hill,NW,T2M,AB,House/Town,4,3.5,1687,527,$750K-1M,4,The Real Estate Company
110 24 Ave SW #202,259900,Mission,SW,T2S,AB,Condo/Apt,1,1.0,508,512,< $300K,1,Cir Realty
550 Riverfront Ave SE #506,315000,Downtown East Village,SE,T2G,AB,Condo/Apt,2,1.0,561,561,$300K-500K,2,Cir Realty
1723 35 St SE #305,199900,Albert Park/Radisson Heights,SE,T2A,AB,Condo/Apt,2,2.0,990,202,< $300K,2,Real Estate Professionals Inc.
10 Walgrove Walk SE #321,364900,Walden,SE,T2X,AB,Condo/Apt,2,2.0,764,478,$300K-500K,2,Cir Realty
179 Cougar Plateau Way SW,765000,Cougar Ridge,SW,T3H,AB,House/Town,3,2.5,2035,376,$750K-1M,3,Real Estate Professionals Inc.
60 Fallswater Rd NE,480000,Falconridge,NE,Unknown,AB,House/Town,5,2.0,1014,473,$300K-500K,5+,Royal Lepage Metro
28 Vandoos Gardens NW,559900,Horizon Village Varsity,NW,T3A,AB,House/Town,3,2.0,891,628,$500K-750K,3,RE/MAX Real Estate (Mountain View)
5928 Bow Crescent NW,1588000,Bowness,NW,T3B,AB,House/Town,5,3.5,3476,457,$1M-2M,5+,Exp Realty
129 Simcoe Circle SW,789900,Signal Hill,SW,T3H,AB,House/Town,5,3.5,2010,393,$750K-1M,5+,Century 21 Bravo Realty
236 Cornerbrook Common NE,799900,Cornerstone,NE,T3N,AB,House/Town,4,2.5,2694,297,$750K-1M,4,RE/MAX Real Estate (Mountain View)
577 Patterson Grove SW,2250000,Patterson,SW,T3H,AB,House/Town,4,2.5,1907,1180,$2M+,4,First Place Realty
116 Weston Manor SW,775000,West Springs,SW,T3H,AB,House/Town,5,3.5,1975,392,$750K-1M,5+,Listed by Justin Havre
216 Mt Apex Green SE,574999,Mckenzie Lake,SE,T2Z,AB,House/Town,4,3.5,1611,357,$500K-750K,4,Prep Realty
32 Aspen Ridge Manor SW,2489000,Aspen Woods,SW,T3H,AB,House/Town,6,5.5,4280,582,$2M+,5+,Cir Realty
978 Lake Placid Dr SE,1825000,Lake Bonavista,SE,Unknown,AB,House/Town,6,4.5,3283,556,$1M-2M,5+,The Real Estate Company
64 Maple Court Crescent SE,1050000,Maple Ridge,SE,T2J,AB,House/Town,5,3.5,1497,701,$1M-2M,5+,RE/MAX Real Estate (Central)
615 6 Ave SE #208,400000,Downtown East Village,SE,T2G,AB,Condo/Apt,2,1.5,651,614,$300K-500K,2,Real Broker
93 Silverado Skies Crescent SW,799900,Silverado,SW,T2X,AB,House/Town,5,3.5,2453,326,$750K-1M,5+,The Real Estate Company
3602 3 St SW,1475000,Parkhill,SW,T2S,AB,House/Town,4,3.5,1888,781,$1M-2M,4,Real Estate Professionals Inc.
163 Greenbriar Place NW,649000,Greenwood/Greenbriar,NW,T3B,AB,House/Town,4,3.5,1562,415,$500K-750K,4,Grand Realty
110 Martha's Haven Green NE,660000,Martindale,NE,T3J,AB,House/Town,4,2.5,1542,428,$500K-750K,4,RE/MAX Real Estate (Central)
817 15 Ave SW #500,479900,Beltline,SW,T2R,AB,Condo/Apt,2,2.0,893,537,$300K-500K,2,Diamond Realty & Associates Ltd.
928 Seton Circle SE,615000,Seton,SE,T3M,AB,House/Town,4,3.5,1578,390,$500K-750K,4,Charles
19621 40 St SE #313,289000,Seton,SE,Unknown,AB,Condo/Apt,1,1.0,588,491,< $300K,1,2% Realty
145 Point Dr NW #2107,995000,Point Mckay,NW,T3B,AB,Condo/Apt,2,2.5,1945,512,$750K-1M,2,RE/MAX Real Estate (Central)
279 Castlebrook Rd NE,550000,Castleridge,NE,T3J,AB,House/Town,4,2.0,1052,523,$500K-750K,4,Am/Pm Properties
5008 Varsity Dr NW,784900,Varsity,NW,T3A,AB,House/Town,4,2.5,1209,649,$750K-1M,4,RE/MAX Realty Professionals
136 Waterloo Dr SW,1399999,Wildwood,SW,T3C,AB,House/Town,5,3.5,1710,819,$1M-2M,5+,Exp Realty
130 Panatella St NW #1406,258000,Panorama Hills,NW,T3K,AB,Condo/Apt,1,1.0,690,374,< $300K,1,Exp Realty
610 17 Ave SW #302,325000,Beltline,SW,T2S,AB,Condo/Apt,2,1.5,969,335,$300K-500K,2,Cir Realty
3910 4 St SW,3375000,Elbow Park,SW,T2S,AB,House/Town,5,3.5,4695,719,$2M+,5+,Real Estate Professionals Inc.
5612 Lodge Crescent SW,1199998,Lakeview,SW,T3E,AB,House/Town,5,3.5,1407,853,$1M-2M,5+,Urban-Realty.Ca
4605 Hamptons Way NW,1174900,Hamptons,NW,T3A,AB,House/Town,6,3.5,2817,417,$1M-2M,5+,Cir Realty
600 Princeton Way SW #302,1350000,Eau Claire,SW,T2P,AB,Condo/Apt,2,2.5,2263,597,$1M-2M,2,Century 21 Bravo Realty
30 Mchugh Ct NE #631,199900,Mayland Heights,NE,T2E,AB,Condo/Apt,1,1.0,658,304,< $300K,1,Real Broker
804 3 Ave SW #901,435000,Eau Claire,SW,T2P,AB,Condo/Apt,2,2.0,1168,372,$300K-500K,2,Century 21 Bravo Realty
326 California Place NE,699900,Monterey Park,NE,T1Y,AB,House/Town,3,2.5,2046,342,$500K-750K,3,One Percent Realty
119 Cranbrook Circle SE,1599000,Cranston,SE,T3M,AB,House/Town,4,2.5,1785,896,$1M-2M,4,Greater CA Real Estate
1928 25 Ave SW,750000,Bankview,SW,T2T,AB,House/Town,2,1.0,1172,640,$750K-1M,2,Bricks & Mortar...Everything Real Estate
410 29 Ave NE,839000,Winston Heights/Mountview,NE,T2E,AB,House/Town,4,2.0,1000,839,$750K-1M,4,Century 21 Bravo Realty
120 18A St NW,999900,West Hillhurst,NW,T2N,AB,House/Town,3,2.5,1779,562,$750K-1M,3,Real Broker
15872 Shannon Link SW,585000,Shawnessy,SW,T2Y,AB,House/Town,4,2.5,1904,307,$500K-750K,4,Metro Benchmark Real Estate Ltd.
916 Mapleglade Dr SE,1099900,Maple Ridge,SE,T2J,AB,House/Town,5,2.5,2286,481,$1M-2M,5+,Century 21 Bamber Realty Ltd.
311 Aspen Meadows Hill SW,1058000,Aspen Woods,SW,T3H,AB,House/Town,3,3.5,2995,353,$1M-2M,3,Grand Realty
817 15 Ave SW #1002,488000,Beltline,SW,T2R,AB,Condo/Apt,2,2.0,914,534,$300K-500K,2,The Real Estate Company
586 Sherwood Blvd NW,859000,Sherwood,NW,T3R,AB,House/Town,6,3.5,2625,327,$750K-1M,5+,Urban-Realty.Ca
310 8 St SW #130,195000,Eau Claire,SW,T2P,AB,Condo/Apt,1,1.0,743,262,< $300K,1,Stonemere Real Estate Solutions
402 2 Ave NE #106,428800,Crescent Heights,NE,T2E,AB,Condo/Apt,2,2.5,1153,372,$300K-500K,2,RE/MAX Irealty Innovations
834 2 Ave NW #8,579000,Sunnyside,NW,T2N,AB,Condo/Apt,2,2.5,1306,443,$500K-750K,2,RE/MAX House Of Real Estate
452 Oakridge Way SW,850000,Oakridge,SW,T2V,AB,House/Town,4,3.0,1124,756,$750K-1M,4,Real Estate Professionals Inc.
117 Evansridge Place NW,1380000,Evanston,NW,T3P,AB,House/Town,4,3.5,2900,476,$1M-2M,4,Century 21 Bravo Realty
296 Edgebank Circle NW,799900,Edgemont,NW,T3A,AB,House/Town,4,2.5,2345,341,$750K-1M,4,The Real Estate Company
375 Woodfield Rd SW,768000,Woodbine,SW,T2W,AB,House/Town,4,3.5,1856,414,$750K-1M,4,Real Estate Professionals Inc.
59 Rundlelawn Green NE,312000,Rundle,NE,T1Y,AB,House/Town,2,1.0,1086,287,$300K-500K,2,Five Star Realty
1219 Mackid Rd NE,565000,Mayland Heights,NE,T2E,AB,House/Town,4,2.0,953,593,$500K-750K,4,2% Realty
10 Royal Terrace NW,1299000,Royal Oak,NW,T3G,AB,House/Town,4,3.5,2762,470,$1M-2M,4,Jayman Realty Inc.
3206 Vercheres St SW,1049000,Upper Mount Royal,SW,T2T,AB,House/Town,3,2.0,1383,758,$1M-2M,3,Exp Realty
670 Princeton Way SW #304,995000,Eau Claire,SW,T2P,AB,Condo/Apt,2,2.0,1490,668,$750K-1M,2,Listed by Kathy Thirsk
238 Royal Bay NW,799888,Royal Oak,NW,T3G,AB,House/Town,4,2.5,2249,356,$750K-1M,4,Exp Realty
141 Aspen Dale Way SW,1549000,Aspen Woods,SW,T3H,AB,House/Town,5,3.5,3345,463,$1M-2M,5+,Royal Lepage Benchmark
24 Hidden Spring Close NW,619000,Hidden Valley,NW,T3A,AB,House/Town,3,1.0,1362,454,$500K-750K,3,Urban-Realty.Ca
2129 31 Ave SW,888000,Richmond,SW,T2T,AB,House/Town,4,3.5,1804,492,$750K-1M,4,Cir Realty
1704 27 St SW,999900,Shaganappi,SW,T3C,AB,House/Town,4,3.5,1901,526,$750K-1M,4,RE/MAX House Of Real Estate
17 Mahogany Circle SE #101,1650000,Mahogany,SE,T3M,AB,Condo/Apt,3,3.5,1263,1306,$1M-2M,3,Listed by Justin Havre
328 21 Ave SW #102,449000,Mission,SW,T2S,AB,Condo/Apt,2,1.5,1243,361,$300K-500K,2,RE/MAX House Of Real Estate
16 Treeline Ln SW,874900,Alpine Park,SW,T2Y,AB,House/Town,3,2.5,2362,370,$750K-1M,3,Real Broker
450 Sage Valley Dr NW #3209,338999,Sage Hill,NW,T3R,AB,Condo/Apt,2,2.0,842,403,$300K-500K,2,First Place Realty
119 Mahogany Bay SE,2498900,Mahogany,SE,T3M,AB,House/Town,4,3.5,3456,723,$2M+,4,RE/MAX Realty Professionals
6 Cyprus Green SW,775000,Garrison Green,SW,T3E,AB,House/Town,4,3.5,1436,540,$750K-1M,4,Real Estate Professionals Inc.
2339 Crestwood Rd SE,390000,Ogden,SE,T2C,AB,House/Town,3,2.0,864,451,$300K-500K,3,Royal Lepage Benchmark
184 Belmont Blvd SW,659000,Belmont,SW,T2X,AB,House/Town,4,3.5,1634,403,$500K-750K,4,Real Estate Professionals Inc.
331 31 Ave NE,699000,Tuxedo Park,NE,T2E,AB,House/Town,3,2.0,2361,296,$500K-750K,3,Greater CA Real Estate
220 11 Ave SE #304,339900,Beltline,SE,T2G,AB,Condo/Apt,1,1.0,665,511,$300K-500K,1,RE/MAX Realty Professionals
4554 Valiant Dr NW #405,284900,Varsity,NW,T3A,AB,Condo/Apt,1,1.5,975,292,< $300K,1,RE/MAX Real Estate (Mountain View)
1811 Cayuga Crescent NW,2195000,Collingwood,NW,T2L,AB,House/Town,5,4.5,3192,688,$2M+,5+,Listed by Jamie Newton
59 Greenbriar Place NW,619900,Greenwood/Greenbriar,NW,T3B,AB,House/Town,4,2.5,1266,490,$500K-750K,4,Exp Realty
56 Tuscany Ridge Crescent NW,689000,Tuscany,NW,T3L,AB,House/Town,4,3.5,1604,430,$500K-750K,4,Homes For All Realty
370 Dieppe Dr SW #210,525000,Currie Barracks,SW,T3E,AB,Condo/Apt,2,2.0,886,593,$500K-750K,2,Exp Realty
370 Dieppe Dr SW #304,515000,Currie Barracks,SW,T3E,AB,Condo/Apt,2,2.0,824,625,$500K-750K,2,Exp Realty
4270 Norford Ave NW #1212,639200,University District,NW,T3B,AB,Condo/Apt,2,2.0,902,709,$500K-750K,2,Exp Realty
1869 Na'a Dr SW,629900,Medicine Hill,SW,T3H,AB,House/Town,3,2.5,1630,386,$500K-750K,3,Save Max Star
1040 15 Ave SW #102,265000,Beltline,SW,T2R,AB,Condo/Apt,2,1.0,827,320,< $300K,2,Maxwell Canyon Creek
211 Saddlebrook Way NE,599000,Saddle Ridge,NE,T3J,AB,House/Town,5,2.5,1138,526,$500K-750K,5+,Century 21 Bravo Realty
215 13 Ave SW #1606,409900,Beltline,SW,T2R,AB,Condo/Apt,2,2.0,926,443,$300K-500K,2,Grand Realty
635 Marsh Rd NE #4,329900,Bridgeland/Riverside,NE,T2E,AB,Condo/Apt,2,1.5,1056,312,$300K-500K,2,Real Estate Solutions Ltd.
14609 Shawnee Gate SW,369900,Shawnee Slopes,SW,T2Y,AB,House/Town,2,2.5,1137,325,$300K-500K,2,Century 21 Elevate Real Estate
208 Edgebrook Park NW,789888,Edgemont,NW,T3A,AB,House/Town,4,3.5,2234,354,$750K-1M,4,RE/MAX Real Estate (Central)
108 9 Ave SW #1602,699900,Downtown Commercial Core,SW,T2P,AB,Condo/Apt,1,2.0,1217,575,$500K-750K,1,Royal Lepage Solutions
250 Savanna Close NE,824786,Saddle Ridge,NE,T3J,AB,House/Town,4,3.5,2079,397,$750K-1M,4,Royal Lepage Mission Real Estate
4412 Charleswood Dr NW,769999,Charleswood,NW,T2L,AB,House/Town,4,2.0,1091,706,$750K-1M,4,Real Broker
349 Panora Way NW,749500,Panorama Hills,NW,T3K,AB,House/Town,3,2.5,2292,327,$500K-750K,3,Exp Realty
232 20 Ave NE #1,997500,Tuxedo Park,NE,T2E,AB,Condo/Apt,5,3.5,2570,388,$750K-1M,5+,Nineteen 88 Real Estate
837 2 Ave SW #505,975000,Eau Claire,SW,T2P,AB,Condo/Apt,2,2.0,1709,571,$750K-1M,2,Royal Lepage Benchmark
232 20 Ave NE #2,997500,Tuxedo Park,NE,T2E,AB,Condo/Apt,5,3.5,2570,388,$750K-1M,5+,Nineteen 88 Real Estate
76 Cornerstone Passage NE #2123,299000,Cornerstone,NE,T3N,AB,Condo/Apt,2,2.0,656,456,< $300K,2,Royal Lepage Metro
39 Skyview Shores Ct NE,774900,Skyview Ranch,NE,T3N,AB,House/Town,5,3.5,2098,369,$750K-1M,5+,Real Estate Professionals Inc.
333 Saddlecrest Way NE,765000,Saddle Ridge,NE,T3J,AB,House/Town,6,4.0,2331,328,$750K-1M,5+,RE/MAX Realty Professionals
2231 Mahogany Blvd SE #106,374900,Mahogany,SE,Unknown,AB,Condo/Apt,1,1.0,540,694,$300K-500K,1,Century 21 Elevate Real Estate
631 Canterbury Dr SW,1099000,Canyon Meadows,SW,T2W,AB,House/Town,6,3.0,1485,740,$1M-2M,5+,Prep Realty
930 6 Ave SW #2001,419900,Downtown Commercial Core,SW,T2P,AB,Condo/Apt,2,2.0,769,546,$300K-500K,2,RE/MAX House Of Real Estate
62 Belvedere Common SE,584900,Belvedere,SE,T2A,AB,House/Town,3,2.5,1465,399,$500K-750K,3,Urban-Realty.Ca
55 Beaconsfield Crescent NW,395000,Beddington Heights,NW,T3K,AB,House/Town,2,1.0,857,461,$300K-500K,2,Peoples Realty Inc.
330 15 Ave SW #203,250000,Beltline,SW,T2R,AB,Condo/Apt,2,1.5,896,279,< $300K,2,Cir Realty
1935 44 Ave SW,1250000,Altadore,SW,T2T,AB,House/Town,4,3.5,2129,587,$1M-2M,4,RE/MAX House Of Real Estate
411 Wilkinson Place SE,840000,Willow Park,SE,T2J,AB,House/Town,4,3.0,1428,588,$750K-1M,4,Royal Lepage Mission Real Estate
5752 Lodge Crescent SW,1095000,Lakeview,SW,T3E,AB,House/Town,4,3.0,1335,820,$1M-2M,4,Synterra Realty
240 Arbour Ridge Way NW,769900,Arbour Lake,NW,T3G,AB,House/Town,6,3.5,2172,354,$750K-1M,5+,Homecare Realty Ltd.
832 3 Ave NW,559900,Sunnyside,NW,T2N,AB,House/Town,2,1.0,727,770,$500K-750K,2,Century 21 Bravo Realty
117 19 Ave NE #306,299900,Tuxedo Park,NE,T2E,AB,Condo/Apt,1,1.5,1027,292,< $300K,1,Royal Lepage Benchmark
500 Eau Claire Ave SW #402E,920000,Eau Claire,SW,T2P,AB,Condo/Apt,3,3.0,2185,421,$750K-1M,3,Maxwell Canyon Creek
360 Calhoun Common NE,829900,Livingston,NE,T3P,AB,House/Town,4,3.5,2268,366,$750K-1M,4,Urban-Realty.Ca
154 Elgin View SE,778000,Mckenzie Towne,SE,Unknown,AB,House/Town,3,2.5,2279,341,$750K-1M,3,Evolve Realty
7226 Ogden Rd SE,459000,Ogden,SE,T2C,AB,House/Town,2,1.0,980,468,$300K-500K,2,RE/MAX Real Estate (Central)
333 Taravista Dr NE #2420,288900,Taradale,NE,T3J,AB,Condo/Apt,2,2.0,884,327,< $300K,2,Amg Realty
38 Walgrove Common SE,440000,Walden,SE,T2X,AB,House/Town,2,2.5,1322,333,$300K-500K,2,Power Properties
11 Eldorado Close NE,699000,Monterey Park,NE,T1Y,AB,House/Town,6,3.5,2050,341,$500K-750K,5+,Royal Lepage Metro
8 Coulee Park SW,1299900,Cougar Ridge,SW,T3H,AB,House/Town,5,4.5,3281,396,$1M-2M,5+,Royal Lepage Metro
2537 4 Ave NW,1375000,West Hillhurst,NW,T2N,AB,House/Town,4,3.5,2116,650,$1M-2M,4,Exp Realty
138 Cranleigh Terrace SE,1299000,Cranston,SE,T3M,AB,House/Town,2,2.5,2013,645,$1M-2M,2,Real Estate Professionals Inc.
1216 28 St SE,534900,Albert Park/Radisson Heights,SE,T2A,AB,House/Town,4,2.5,1044,512,$500K-750K,4,Century 21 Bamber Realty Ltd.
6536 Coach Hill Rd SW,679999,Coach Hill,SW,T3H,AB,House/Town,4,3.0,1617,421,$500K-750K,4,Property Solutions Real Estate Group Inc.
113 Massey Place SW,3800000,Mayfair,SW,T2V,AB,House/Town,6,4.5,5602,678,$2M+,5+,First Place Realty
430 11 St NW,1295000,Hillhurst,NW,T2N,AB,House/Town,3,4.5,1912,677,$1M-2M,3,Cir Realty
30 Carringvue Dr NW,798000,Carrington,NW,T3P,AB,House/Town,4,3.5,2228,358,$750K-1M,4,Bluepoint Realtors
1139 Reader Crescent NE,1275000,Renfrew,NE,T2E,AB,House/Town,3,4.0,2275,560,$1M-2M,3,Royal Lepage Benchmark
804 3 Ave SW #605,414900,Eau Claire,SW,T2P,AB,Condo/Apt,2,2.0,1223,339,$300K-500K,2,Real Estate Professionals Inc.
51 Douglas Woods Terrace SE,750000,Douglasdale/Glen,SE,T2Z,AB,House/Town,5,3.5,2196,342,$750K-1M,5+,Listed by Dorothy Rice
15 Hampshire Grove NW,920000,Hamptons,NW,T3A,AB,House/Town,4,3.5,2481,371,$750K-1M,4,Royal Lepage Benchmark
46 9 St NE #607,320000,Bridgeland/Riverside,NE,T2E,AB,Condo/Apt,1,1.0,533,600,$300K-500K,1,Cir Realty
828 Memorial Dr NW #101,1249000,Sunnyside,NW,T2N,AB,Condo/Apt,2,2.5,2211,565,$1M-2M,2,Century 21 Bamber Realty Ltd.
910 32 St NW,1287000,Parkdale,NW,T2N,AB,House/Town,3,2.5,2021,637,$1M-2M,3,Greater Property Group
912 32 St NW,1140000,Parkdale,NW,T2N,AB,House/Town,3,4.5,1828,624,$1M-2M,3,Greater Property Group
629 Royal Ave SW #201,468000,Upper Mount Royal,SW,T2S,AB,Condo/Apt,2,2.0,1230,380,$300K-500K,2,Century 21 Bamber Realty Ltd.
2505 17 Ave SW #702,399900,Richmond,SW,T3E,AB,Condo/Apt,2,2.0,919,435,$300K-500K,2,Maxwell Capital Realty
1528 11 Ave SW #206,204900,Sunalta,SW,T3C,AB,Condo/Apt,1,1.0,744,275,< $300K,1,RE/MAX Aca Realty
1001 13 Ave SW #810,527860,Beltline,SW,T2R,AB,Condo/Apt,2,2.0,1585,333,$500K-750K,2,Maxwell Capital Realty
107 Marquis Grove SE,899900,Mahogany,SE,T3M,AB,House/Town,4,3.5,2253,399,$750K-1M,4,RE/MAX Real Estate (Mountain View)
8140 46 Ave NW,825000,Bowness,NW,T3B,AB,House/Town,3,2.5,1854,445,$750K-1M,3,Greater Property Group
19 Windsor Crescent SW,2488000,Windsor Park,SW,T2V,AB,House/Town,4,4.5,2992,832,$2M+,4,RE/MAX Real Estate (Mountain View)
229 Hamptons Mews NW,1249900,Hamptons,NW,T3A,AB,House/Town,4,3.5,2874,435,$1M-2M,4,Listed by Chase Olsen
137 Hotchkiss Way SE,749900,Hotchkiss,SE,T3S,AB,House/Town,5,3.5,2196,341,$500K-750K,5+,Bode Platform Inc.
57 Evansbrooke Park NW,848888,Evanston,NW,T3P,AB,House/Town,3,2.5,1952,435,$750K-1M,3,Century 21 Bamber Realty Ltd.
10743 Mapleglen Crescent SE,699900,Maple Ridge,SE,T2J,AB,House/Town,5,2.5,1394,502,$500K-750K,5+,Exp Realty
210 15 Ave SE #2804,429900,Beltline,SE,T2G,AB,Condo/Apt,2,2.0,968,444,$300K-500K,2,Century 21 Bamber Realty Ltd.
52A Millcrest Green SW,385500,Millrise,SW,T2Y,AB,House/Town,2,1.5,796,484,$300K-500K,2,RE/MAX Complete Realty
6000 Somervale Ct SW #303,279900,Somerset,SW,T2J,AB,Condo/Apt,2,2.0,825,339,< $300K,2,RE/MAX Landan Real Estate
63 Falshire Way NE,489000,Falconridge,NE,T3J,AB,House/Town,4,2.0,913,536,$300K-500K,4,Coldwell Banker Mountain Central
2025 47 Ave SW,829900,Altadore,SW,T2T,AB,House/Town,4,3.5,1701,488,$750K-1M,4,Real Estate Professionals Inc.
1500 7 St SW #108,399900,Beltline,SW,T2R,AB,Condo/Apt,1,1.5,944,424,$300K-500K,1,Listed by Asheton Coultman
315 24 Ave SW #444,290000,Mission,SW,T2S,AB,Condo/Apt,1,1.0,704,412,< $300K,1,Real Broker
2004 6 St NE,1059000,Winston Heights/Mountview,NE,T2E,AB,House/Town,4,3.5,2241,473,$1M-2M,4,Century 21 Bravo Realty
408 Quarry Villas SE,464900,Douglasdale/Glen,SE,T2C,AB,House/Town,2,2.5,1156,402,$300K-500K,2,2% Realty
2830 Parkdale Blvd NW,959900,Parkdale,NW,T2N,AB,House/Town,4,4.5,2233,430,$750K-1M,4,Premiere Realty Direct
140 Mahogany St SE #215,459900,Mahogany,SE,T3M,AB,Condo/Apt,2,2.0,1276,360,$300K-500K,2,Bode Platform Inc.
78 Bridleglen Manor SW,579900,Bridlewood,SW,T2Y,AB,House/Town,3,2.5,1435,404,$500K-750K,3,First Place Realty
49 Creekside Ave SW,870000,Pine Creek,SW,T0L,AB,House/Town,4,2.5,2539,343,$750K-1M,4,Bode Platform Inc.
108 Whiteram Close NE,599900,Whitehorn,NE,T1Y,AB,House/Town,6,3.0,1280,469,$500K-750K,5+,RE/MAX Irealty Innovations
359 Somerset Dr SW,649900,Somerset,SW,T2Y,AB,House/Town,4,3.5,1999,325,$500K-750K,4,Amg Realty
53 Val Gardena View SW,1000000,Springbank Hill,SW,Unknown,AB,House/Town,4,3.5,2114,473,$1M-2M,4,RE/MAX Real Estate (Mountain View)
804 3 Ave SW #1007,450000,Eau Claire,SW,T2P,AB,Condo/Apt,2,2.0,1038,434,$300K-500K,2,Listed by Justin Havre
172 Legacy Mount SE,764888,Legacy,SE,T2X,AB,House/Town,3,2.5,2325,329,$750K-1M,3,Real Broker
4045 32 Ave NW,629888,University District,NW,T3B,AB,House/Town,2,2.5,1266,498,$500K-750K,2,Property Solutions Real Estate Group Inc.
738 1 Ave SW #712,2100000,Eau Claire,SW,T2P,AB,Condo/Apt,2,2.5,1639,1281,$2M+,2,Plintz Real Estate
125 Aspen Ridge Heights SW,3295000,Aspen Woods,SW,T3H,AB,House/Town,6,6.0,4744,695,$2M+,5+,Exp Realty
111 Canova Place SW,899900,Canyon Meadows,SW,T2W,AB,House/Town,5,4.0,2789,323,$750K-1M,5+,Exp Realty
20 Walgrove Walk SE #203,364900,Walden,SE,T2X,AB,Condo/Apt,2,2.0,792,461,$300K-500K,2,Cir Realty
323 20 Ave SW #303,349000,Mission,SW,T2S,AB,Condo/Apt,1,1.0,581,601,$300K-500K,1,Exp Realty
924 Sage Hill Grove NW,490000,Sage Hill,NW,T3R,AB,House/Town,3,3.5,1366,359,$300K-500K,3,Exp Realty
107 Canata Close SW,1219000,Canyon Meadows,SW,T2W,AB,House/Town,4,3.0,2364,516,$1M-2M,4,Century 21 Bamber Realty Ltd.
72 Edgehill Crescent NW,1339000,Edgemont,NW,T3A,AB,House/Town,5,3.5,3020,443,$1M-2M,5+,RE/MAX Real Estate (Mountain View)
228 Rocky Ridge Ct NW,429000,Rocky Ridge,NW,T3G,AB,House/Town,3,2.0,1239,346,$300K-500K,3,First Place Realty
156 Martin Crossing Crescent NE,479900,Martindale,NE,T3J,AB,House/Town,3,1.5,1307,367,$300K-500K,3,Westen Elite Real Estate
113 Aspen Meadows Hill SW,1065000,Aspen Woods,SW,T3H,AB,House/Town,3,3.5,2837,375,$1M-2M,3,RE/MAX Real Estate (Central)
455 1 Ave NE #305,324900,Crescent Heights,NE,T2E,AB,Condo/Apt,1,1.0,501,649,$300K-500K,1,RE/MAX Real Estate (Central)
589 Douglas Glen Blvd SE,578000,Douglasdale/Glen,SE,T2Z,AB,House/Town,3,2.5,1550,373,$500K-750K,3,Greater Property Group
2140 Halifax Crescent NW,1195000,Banff Trail,NW,T2M,AB,House/Town,5,3.0,1300,919,$1M-2M,5+,Real Estate Professionals Inc.
3 Hampstead Grove NW,830000,Hamptons,NW,T3A,AB,House/Town,3,2.5,2578,322,$750K-1M,3,Cir Realty
919 Edgemont Rd NW,1849900,Edgemont,NW,T3A,AB,House/Town,5,3.5,3382,547,$1M-2M,5+,Greater Property Group
2213 5 Ave NW,1799900,West Hillhurst,NW,T2N,AB,House/Town,5,3.5,3042,592,$1M-2M,5+,RE/MAX Real Estate (Central)
158 Hampstead Circle NW,864900,Hamptons,NW,T3A,AB,House/Town,4,2.5,2305,375,$750K-1M,4,Homecare Realty Ltd.
3125 39 St NW #211,329900,University District,NW,T3E,AB,Condo/Apt,1,1.0,420,785,$300K-500K,1,Listed by Rod Burriss
